sentence_id	label	sentence	sentence_text	predicted_label	confidence_score
44f33601-157a-42ce-aa9f-0f7d305501f2	OBJ	['blanco', 'establish', 'early', 'career', 'work', 'dr', 'luke', 'kasz', 'money', 'production']	blanco establish early career work dr luke kasz money production	LABEL_1	0.5101915597915649
6f9e0f53-f76c-432f-bbea-b78400d600b8	OBJ	['rule', '13', 'artificial', 'intelligence', 'gina', 'create', 'ai', 'model', 'achieve', 'immortality']	rule 13 artificial intelligence gina create ai model achieve immortality	LABEL_1	0.5519047379493713
61f93bdc-4c3e-4963-926c-0bbf139b44b9	OBJ	['valuation', 'require', 'law', 'figure', 'assess', 'independently', 'pension', 'specialist', 'review', 'national', 'audit', 'office']	valuation require law figure assess independently pension specialist review national audit office	LABEL_0	0.6983318328857422
902148ec-dda3-4736-b318-0f20c63a1cf3	SUBJ	['sip', 'hit', 'spot', 'long', 'bike', 'ride', 'walk']	sip hit spot long bike ride walk	LABEL_1	0.6638150215148926
065b1996-4b40-4c74-9f62-afb44f69834e	OBJ	['lobster']	lobster	LABEL_0	0.8815943002700806
95bb8dfd-ad90-4f33-af7e-da9be6628ad5	SUBJ	['precisely', 'reason', 'labour', 'reject', 'austerian', 'urge', 'inevitably', 'spring', 'credit', 'card', 'analogy']	precisely reason labour reject austerian urge inevitably spring credit card analogy	LABEL_1	0.7883286476135254
d5429c1d-802b-4427-8ffa-88ac62091a62	OBJ	['google', 'cook', 'good', 'lobster', 'read', 'hard', 'good', 'turn', 'tough', 'rubbery']	google cook good lobster read hard good turn tough rubbery	LABEL_1	0.8434451222419739
473b92fb-6776-495a-8ccf-23817daf73af	OBJ	['apartment', 'cost', '392', 'week', 'rent', 'make', 'expensive', 'average', 'room', 'firstyear', 'hall', 'single', 'room', 'bathroom', 'typically', 'cost', '250', 'week', 'affordable', 'lot', 'postgraduate', 'accommodation', 'offer']	apartment cost 392 week rent make expensive average room firstyear hall single room bathroom typically cost 250 week affordable lot postgraduate accommodation offer	LABEL_0	0.5882216095924377
66d484fe-f886-4b58-a0a9-451119f18d90	OBJ	['apologise', 'tiktok', 'approach', 'comment', 'prior', 'publication']	apologise tiktok approach comment prior publication	LABEL_0	0.6048839688301086
9405a6d8-ce4a-4dc7-a8c9-9b53d3a98dda	SUBJ	['crumble', 'parliament', 'patch', 'fig', 'leave', 'parliament', 'gain', 'new', 'resident', 'yesterday', 'question', 'expense']	crumble parliament patch fig leave parliament gain new resident yesterday question expense	LABEL_1	0.602281391620636
a595b110-c118-466d-8a95-ba4fd6e3cf9e	OBJ	['2019', 'bag', 'role', 'ensemble', 'movie', 'berlin', 'love', 'label', 'bore', 'flop', 'observer']	2019 bag role ensemble movie berlin love label bore flop observer	LABEL_1	0.7326983213424683
2beef7fb-23b6-4d7c-9190-6a6b3ba02939	SUBJ	['way', 'honestly', 'well', 'cook']	way honestly well cook	LABEL_1	0.797041118144989
0f9ada30-7a28-4528-b710-f3346d1660f8	OBJ	['family', 'double', 'call', 'perpetrator', 'bring', 'justice', 'change', 'handle', 'femicide', 'case', 'necessary']	family double call perpetrator bring justice change handle femicide case necessary	LABEL_1	0.7223304510116577
98ec430c-86e6-46d5-8c8f-1ee1a4847a02	SUBJ	['actually', 'afford', 'britain', 'conundrum', 'today', 'government', 'job', 'fix', 'tory', 'mess', 'lead', 'politician', 'share', 'keyness', 'aim', 'innovative', 'approach', 'public', 'finance']	actually afford britain conundrum today government job fix tory mess lead politician share keyness aim innovative approach public finance	LABEL_1	0.8021097183227539
8236d84f-d193-4d17-9037-729e8c5ed353	OBJ	['believe', 'well', 'version', 'possibly', 'make', 'feel', 'good', 'read', 'real', 'life', 'story', 'gina', 'swear', 'hydration', '13', 'rule', 'stick', 'like', 'glue']	believe well version possibly make feel good read real life story gina swear hydration 13 rule stick like glue	LABEL_1	0.7941811084747314
22be75a7-3b02-4bb6-af5b-2081f0f85307	OBJ	['russia', 'dominance', 'black', 'sea', 'challenge', 'box', 'day', 'blast', 'see', 'vlad', 'valuable', 'land', 'ship', 'dock', 'crimea', 'turn', 'rage', 'fireball']	russia dominance black sea challenge box day blast see vlad valuable land ship dock crimea turn rage fireball	LABEL_1	0.8217552900314331
5fc1ee22-80dd-4b80-8cfa-b183a5de8e24	OBJ	['sea', 'drone', 'antiship', 'missile', 'february', 'attack', 'come', 'ukraine', 'unveil', 'new', 'underwater', 'robot', 'drone', 'stealth', 'autonomous', 'underwater', 'vehicle', 'auv']	sea drone antiship missile february attack come ukraine unveil new underwater robot drone stealth autonomous underwater vehicle auv	LABEL_0	0.5870544910430908
08ce47ff-982f-48be-b28b-e9f181de760c	OBJ	['people', 'appreciate', 'onsite', 'facility', 'restaurant', 'gym', 'live', 'old', 'people', 'lifestyle', 'benefit', 'hindrance', 'explain']	people appreciate onsite facility restaurant gym live old people lifestyle benefit hindrance explain	LABEL_1	0.592801034450531
b9be3f63-2ce9-4067-8df0-1f448930d411	SUBJ	['mean', 'ditch', '28bn', 'policy', 'optimal', 'incoming', 'chancellor', 'safely', 'commit', 'treasury', 'borrow', 'spend', 'unlimited', 'amount']	mean ditch 28bn policy optimal incoming chancellor safely commit treasury borrow spend unlimited amount	LABEL_1	0.6936696767807007
2962c941-0f60-4f02-9fbb-524174b7d40f	OBJ	['record', 'top', '41', 'billboard', '200', 'include', 'contribution', 'bieber', 'halsey', 'calvin', 'harris', 'omar', 'apollo', 'gracie', 'abrams']	record top 41 billboard 200 include contribution bieber halsey calvin harris omar apollo gracie abrams	LABEL_0	0.7886778712272644
910ae100-8d07-4b54-89e4-714909b40e76	OBJ	['journalist', 'mike', 'smith', 'strike', 'yesterday', 'notice']	journalist mike smith strike yesterday notice	LABEL_0	0.8257747292518616
8cbb0f1f-5c2c-4de5-867a-459918e5f269	OBJ	['year', 'later', 'step', 'lead', 'man', 'role', 'appear', 'architect', 'eye', 'disease', 'enable', 'people', 'real', 'motive']	year later step lead man role appear architect eye disease enable people real motive	LABEL_1	0.6820952892303467
842b116d-3350-496f-b275-9d2b8b234cbd	OBJ	['time', 'time', 'magazine', 'dub', 'film', 'disjoin', 'say', 'character', 'nicholl', 'bring', 'cunningly', 'life', 'book', 'feel', 'rush', 'timeline', 'tie', 'agenda']	time time magazine dub film disjoin say character nicholl bring cunningly life book feel rush timeline tie agenda	LABEL_1	0.8182886838912964
ecebaaf2-efaa-43d4-8b6b-84547659e95f	OBJ	['shock', 'say', 'wangaris', 'father']	shock say wangaris father	LABEL_0	0.8118866086006165
ab4a9eea-ab03-403b-9526-187c3e614f36	SUBJ	['house', 'democrats', 'remain', 'proukraine', 'house', 'republican', 'cast', 'scene', 'solution']	house democrats remain proukraine house republican cast scene solution	LABEL_1	0.6170726418495178
b2f6bd9b-ce9e-482d-b4c2-0138919ed1f9	SUBJ	['austerity', 'credit', 'card', 'analogy', 'provide', 'thin', 'veneer', 'logic', 'bad', 'worker', 'people', 'desperate', 'need', 'state', 'support', 'tough', 'time', 'depress', 'investment']	austerity credit card analogy provide thin veneer logic bad worker people desperate need state support tough time depress investment	LABEL_1	0.8136341571807861
b76854b1-8c08-445c-9e0e-ae44dab805a8	OBJ	['predawn', 'vote', 'tuesday', 'graham', 'join', 'majority', 'senate', 'republican', 'oppose', 'foreign', 'aid', 'package', 'rush', 'wartime', 'assistance', 'ukraine', 'approach', 'second', 'anniversary', 'russia', 'invasion']	predawn vote tuesday graham join majority senate republican oppose foreign aid package rush wartime assistance ukraine approach second anniversary russia invasion	LABEL_0	0.7716065049171448
698bc61f-529d-45b1-b501-f847d533733b	OBJ	['observer', 'philip', 'french', 'dub', 'thin', 'superficial', 'sentimental', 'say', 'cast', 'anne', 'hathway', 'disastrous']	observer philip french dub thin superficial sentimental say cast anne hathway disastrous	LABEL_1	0.8356095552444458
16f62487-bd59-433f-9bbf-ed36f8a3cc33	OBJ	['comment', '20', '6k', 'bad']	comment 20 6k bad	LABEL_0	0.8074594140052795
d64bdfad-90ed-46ba-b808-8fc804078a10	OBJ	['plan', 'incorporate', 'cash', 'payment', 'supplement', 'contingent', 'contribution']	plan incorporate cash payment supplement contingent contribution	LABEL_0	0.7117000222206116
d56eddcf-1601-4919-bf6b-0a9e1d1cf2f5	SUBJ	['true', 'tory', 'leave', 'scorch', 'earth', 'government', 'budget', 'dripping', 'red', 'ink', 'pitiful', 'level', 'investment', 'technology', 'service', 'uk', 'need', 'escape', 'longterm', 'slump']	true tory leave scorch earth government budget dripping red ink pitiful level investment technology service uk need escape longterm slump	LABEL_1	0.8626682162284851
7b155107-2626-47e6-8240-4fd23aae1dee	OBJ	['woman', 'dub', 'world', 'hot', 'gran', 'reveal', 'stay', 'look', 'eternally', 'young', 'age', '53']	woman dub world hot gran reveal stay look eternally young age 53	LABEL_1	0.7984387278556824
dd78f072-82b2-4c5d-ab56-4e518a4bff64	OBJ	['not', 'want', 'video']	not want video	LABEL_0	0.6108609437942505
7da5b237-22c8-426c-bebd-222c9311ccb2	SUBJ	['senate', 'floor', 'senator', 'mitch', 'mcconnell', 'republican', 'deliver', 'increasingly', 'urgent', 'plea', 'conference', 'rise', 'occasion', 'support', 'america', 'ally', 'plan', 'tie', 'border', 'security', 'foreign', 'aid', 'collapse', 'torpedo', 'trump', 'opposition']	senate floor senator mitch mcconnell republican deliver increasingly urgent plea conference rise occasion support america ally plan tie border security foreign aid collapse torpedo trump opposition	LABEL_1	0.6874420642852783
aae00900-b76a-4896-8e28-b7579b197d33	SUBJ	['hollywood', 'reporter', 'particularly', 'gush', 'jim', 'sturgess', 'performance', 'say', 'actor', 'stake', 'claim', 'new', 'hugh', 'grant', 'fussy', 'mannerism']	hollywood reporter particularly gush jim sturgess performance say actor stake claim new hugh grant fussy mannerism	LABEL_1	0.7602084875106812
3c7337bb-ce19-456b-a57c-632c53fbed94	OBJ	['neptune', 'super', 'missile', 'reveal', 'august', 'year', 'reportedly', 'snatch', 'enemy', 'line', 'raid', 'putin', 'prize', '200million', 'air', 'defence', 'system']	neptune super missile reveal august year reportedly snatch enemy line raid putin prize 200million air defence system	LABEL_1	0.628262460231781
0c782ae5-857c-44cd-b952-d6bb22032bca	SUBJ	['actor', 'track', 'hollywood', 'star', 'appear', 'day', 'read', 'taylor', 'swift', 'savvy', 'marketing', 'executive', 'mother', 'andrea', 'turn', 'daughter', 'superstar', 'david', 'nicholl', 'romantic', 'novel', 'day', 'overnight', 'fan', 'favourite', 'release', '2009', 'rediscover', 'new', 'audience', 'thank', 'netflixs', 'adaptation']	actor track hollywood star appear day read taylor swift savvy marketing executive mother andrea turn daughter superstar david nicholl romantic novel day overnight fan favourite release 2009 rediscover new audience thank netflixs adaptation	LABEL_1	0.5972054600715637
2b026b6b-92ab-41ec-9ebc-3dd815db3fab	OBJ	['6k', 'lot', 'money', 'write']	6k lot money write	LABEL_0	0.7250260710716248
c3020309-0830-410f-80a5-571157ae13a5	OBJ	['tell', 'independent', '2021', 'bad', 'not', 'watch', 'film']	tell independent 2021 bad not watch film	LABEL_1	0.5649373531341553
f21828f5-3bec-4ca9-b918-f23afadc76aa	OBJ	['gina', 'stewart', 'previously', 'hit', 'headline', 'youthful', 'appearance', 'recently', 'immortalise', 'ai', 'model']	gina stewart previously hit headline youthful appearance recently immortalise ai model	LABEL_1	0.6665454506874084
d9e2ff4b-1d49-48cc-8e36-2fb423846220	SUBJ	['anne', 'warm', 'actress']	anne warm actress	LABEL_0	0.6329644322395325
7eb2a192-7e20-41c6-b0a9-e952337262d6	SUBJ	['good']	good	LABEL_0	0.746135950088501
a3e1a969-9c6f-4d7a-b153-e55bd60fed20	OBJ	['matter', 'like', 'femicide', 'society', 'take', 'lightly', 'not', 'justice', 'say', 'kamande']	matter like femicide society take lightly not justice say kamande	LABEL_1	0.7061439752578735
4775361c-4c36-4ba7-abbe-2867a92d78e2	OBJ	['host', 'laura', 'rangeley', 'michael', 'deakin']	host laura rangeley michael deakin	LABEL_0	0.8494966626167297
